Ticker,Cambio(%) 1_dia,Fecha
GM,-1,29-dic-20
GOOG,-1,29-dic-20
GOOGL,-1,29-dic-20
GPC,-1,29-dic-20
GPN,1,29-dic-20
GPS,-1,29-dic-20
GRMN,-1,29-dic-20
GS,-1,29-dic-20
GWW,-1,29-dic-20
HAL,-1,29-dic-20
HAS,1,29-dic-20
HBAN,-1,29-dic-20
HBI,-1,29-dic-20
HCA,-1,29-dic-20
HD,-1,29-dic-20
HES,-1,29-dic-20
HFC,1,29-dic-20
HIG,-1,29-dic-20
HII,-1,29-dic-20
HLT,1,29-dic-20
HOLX,-1,29-dic-20
HON,-1,29-dic-20
HPE,-1,29-dic-20
HPQ,-1,29-dic-20
HRL,-1,29-dic-20
HSIC,-1,29-dic-20
HST,-1,29-dic-20
HSY,-1,29-dic-20
HUM,-1,29-dic-20
HWM,1,29-dic-20
IBM,-1,29-dic-20
ICE,-1,29-dic-20
IDXX,-1,29-dic-20
IEX,-1,29-dic-20
IFF,1,29-dic-20
ILMN,-1,29-dic-20
INCY,-1,29-dic-20
INFO,1,29-dic-20
INTC,1,29-dic-20
INTU,-1,29-dic-20
IP,-1,29-dic-20
IPG,-1,29-dic-20
IPGP,-1,29-dic-20
IQV,-1,29-dic-20
IR,-1,29-dic-20
IRM,-1,29-dic-20
ISRG,1,29-dic-20
IT,-1,29-dic-20
ITW,-1,29-dic-20
IVZ,-1,29-dic-20
J,1,29-dic-20
JBHT,-1,29-dic-20
JCI,-1,29-dic-20
JKHY,-1,29-dic-20
JNJ,1,29-dic-20
JNPR,-1,29-dic-20
JPM,-1,29-dic-20
K,-1,29-dic-20
KEY,-1,29-dic-20
KEYS,-1,29-dic-20
KHC,-1,29-dic-20
KIM,-1,29-dic-20
KLAC,-1,29-dic-20
KMB,1,29-dic-20
KMI,-1,29-dic-20
KMX,1,29-dic-20
KO,-1,29-dic-20
KR,1,29-dic-20
KSU,-1,29-dic-20
L,-1,29-dic-20
LB,-1,29-dic-20
LDOS,-1,29-dic-20
LEG,-1,29-dic-20
LEN,-1,29-dic-20
LH,-1,29-dic-20
LHX,-1,29-dic-20
LIN,-1,29-dic-20
LKQ,-1,29-dic-20
LLY,1,29-dic-20
LMT,-1,29-dic-20
LNC,-1,29-dic-20
LNT,1,29-dic-20
LOW,-1,29-dic-20
LRCX,-1,29-dic-20
LUMN,-1,29-dic-20
LUV,1,29-dic-20
LVS,-1,29-dic-20
LW,-1,29-dic-20
LYB,-1,29-dic-20
LYV,-1,29-dic-20
MA,1,29-dic-20
MAA,-1,29-dic-20
MAR,1,29-dic-20
MAS,-1,29-dic-20
MCD,-1,29-dic-20
MCHP,-1,29-dic-20
MCK,-1,29-dic-20
MCO,1,29-dic-20
MDLZ,1,29-dic-20
MDT,1,29-dic-20
MET,-1,29-dic-20
MGM,-1,29-dic-20
MHK,-1,29-dic-20
MKC,1,29-dic-20
MKTX,-1,29-dic-20
MLM,-1,29-dic-20
MMC,-1,29-dic-20
MMM,-1,29-dic-20
MNST,1,29-dic-20
MO,-1,29-dic-20
MOS,1,29-dic-20
MPC,-1,29-dic-20
MRK,1,29-dic-20
MRO,-1,29-dic-20
MS,-1,29-dic-20
MSCI,-1,29-dic-20
MSFT,-1,29-dic-20
MSI,-1,29-dic-20
MTB,-1,29-dic-20
MTD,1,29-dic-20
MU,-1,29-dic-20
MXIM,-1,29-dic-20
NCLH,-1,29-dic-20
NDAQ,1,29-dic-20
NEE,-1,29-dic-20
NEM,-1,29-dic-20
NFLX,1,29-dic-20
NI,1,29-dic-20
NKE,-1,29-dic-20
NLOK,-1,29-dic-20
NLSN,1,29-dic-20
NOC,-1,29-dic-20
NOV,-1,29-dic-20
NOW,1,29-dic-20
NRG,1,29-dic-20
NSC,-1,29-dic-20
NTAP,-1,29-dic-20
NTRS,-1,29-dic-20
NUE,-1,29-dic-20
NVDA,1,29-dic-20
NVR,-1,29-dic-20
NWL,-1,29-dic-20
NWS,-1,29-dic-20
NWSA,-1,29-dic-20
O,-1,29-dic-20
ODFL,-1,29-dic-20
OKE,-1,29-dic-20
OMC,-1,29-dic-20
ORCL,-1,29-dic-20
ORLY,-1,29-dic-20
OTIS,-1,29-dic-20
OXY,-1,29-dic-20
PAYC,-1,29-dic-20
PAYX,-1,29-dic-20
PBCT,-1,29-dic-20
PCAR,-1,29-dic-20
PEAK,-1,29-dic-20
PEG,-1,29-dic-20
PEP,1,29-dic-20
PFE,1,29-dic-20
PFG,-1,29-dic-20
PG,-1,29-dic-20
PGR,-1,29-dic-20
PH,-1,29-dic-20
PHM,-1,29-dic-20
PKG,-1,29-dic-20
PKI,-1,29-dic-20
PLD,-1,29-dic-20
PM,-1,29-dic-20
PNC,-1,29-dic-20
PNR,-1,29-dic-20
PNW,1,29-dic-20
POOL,1,29-dic-20
PPG,-1,29-dic-20
PPL,1,29-dic-20
PRGO,-1,29-dic-20
PRU,-1,29-dic-20
PSA,-1,29-dic-20
PSX,-1,29-dic-20
PVH,-1,29-dic-20
PWR,-1,29-dic-20
PXD,-1,29-dic-20
PYPL,-1,29-dic-20
QCOM,1,29-dic-20
QRVO,-1,29-dic-20
RCL,-1,29-dic-20
RE,-1,29-dic-20
REG,-1,29-dic-20
REGN,1,29-dic-20
RF,-1,29-dic-20
RHI,-1,29-dic-20
RJF,-1,29-dic-20
RL,-1,29-dic-20
RMD,-1,29-dic-20
ROK,-1,29-dic-20
ROL,-1,29-dic-20
ROP,-1,29-dic-20
ROST,-1,29-dic-20
RSG,-1,29-dic-20
RTX,-1,29-dic-20
SBAC,-1,29-dic-20
SBUX,1,29-dic-20
SCHW,-1,29-dic-20
SEE,-1,29-dic-20
SHW,1,29-dic-20
SIVB,-1,29-dic-20
SJM,-1,29-dic-20
SLB,-1,29-dic-20
SLG,-1,29-dic-20
SNA,-1,29-dic-20
SNPS,-1,29-dic-20
SO,1,29-dic-20
SPG,-1,29-dic-20
SPGI,1,29-dic-20
SRE,-1,29-dic-20
STE,-1,29-dic-20
STT,-1,29-dic-20
STX,-1,29-dic-20
STZ,-1,29-dic-20
SWK,-1,29-dic-20
SWKS,-1,29-dic-20
SYF,-1,29-dic-20
SYK,1,29-dic-20
SYY,-1,29-dic-20
T,-1,29-dic-20
TAP,1,29-dic-20
TDG,-1,29-dic-20
TDY,-1,29-dic-20
TEL,-1,29-dic-20
TER,-1,29-dic-20
TFC,-1,29-dic-20
TFX,-1,29-dic-20
TGT,-1,29-dic-20
TIF,1,29-dic-20
TJX,-1,29-dic-20
TMO,1,29-dic-20
TMUS,1,29-dic-20
TPR,-1,29-dic-20
TROW,1,29-dic-20
TRV,-1,29-dic-20
TSCO,-1,29-dic-20
TSN,-1,29-dic-20
TT,-1,29-dic-20
TTWO,1,29-dic-20
TWTR,-1,29-dic-20
TXN,-1,29-dic-20
TXT,-1,29-dic-20
TYL,-1,29-dic-20
UA,-1,29-dic-20
UAA,-1,29-dic-20
UAL,-1,29-dic-20
UDR,-1,29-dic-20
UHS,-1,29-dic-20
ULTA,-1,29-dic-20
UNH,1,29-dic-20
UNM,1,29-dic-20
UNP,-1,29-dic-20
UPS,-1,29-dic-20
URI,-1,29-dic-20
USB,-1,29-dic-20
V,1,29-dic-20
VAR,1,29-dic-20
VFC,-1,29-dic-20
VIAC,-1,29-dic-20
VLO,1,29-dic-20
VMC,-1,29-dic-20
VNO,-1,29-dic-20
VNT,-1,29-dic-20
VRSK,-1,29-dic-20
VRSN,-1,29-dic-20
VRTX,1,29-dic-20
VTR,-1,29-dic-20
VZ,-1,29-dic-20
WAB,-1,29-dic-20
WAT,-1,29-dic-20
WBA,-1,29-dic-20
WDC,-1,29-dic-20
WEC,-1,29-dic-20
WELL,1,29-dic-20
WFC,-1,29-dic-20
WHR,-1,29-dic-20
WLTW,-1,29-dic-20
WM,-1,29-dic-20
WMB,-1,29-dic-20
WMT,-1,29-dic-20
WRB,-1,29-dic-20
WRK,-1,29-dic-20
WST,1,29-dic-20
WU,-1,29-dic-20
WY,-1,29-dic-20
WYNN,-1,29-dic-20
XEL,1,29-dic-20
XLNX,-1,29-dic-20
XOM,-1,29-dic-20
XRAY,-1,29-dic-20
XRX,-1,29-dic-20
XYL,-1,29-dic-20
YUM,-1,29-dic-20
ZBH,1,29-dic-20
ZBRA,-1,29-dic-20
ZION,-1,29-dic-20
ZTS,1,29-dic-20
AAPL,-1,29-dic-20
ADBE,1,29-dic-20
ADI,-1,29-dic-20
ADP,-1,29-dic-20
ADSK,-1,29-dic-20
ALGN,-1,29-dic-20
ALXN,1,29-dic-20
AMAT,-1,29-dic-20
AMD,-1,29-dic-20
AMGN,1,29-dic-20
AMZN,1,29-dic-20
ANSS,-1,29-dic-20
ASML,1,29-dic-20
ATVI,-1,29-dic-20
AVGO,-1,29-dic-20
BIDU,1,29-dic-20
BIIB,-1,29-dic-20
BKNG,1,29-dic-20
BMRN,-1,29-dic-20
CDNS,-1,29-dic-20
CDW,-1,29-dic-20
CERN,1,29-dic-20
CHKP,-1,29-dic-20
CHTR,1,29-dic-20
CMCSA,1,29-dic-20
COST,1,29-dic-20
CPRT,-1,29-dic-20
CSCO,-1,29-dic-20
CSX,-1,29-dic-20
CTAS,-1,29-dic-20
CTSH,-1,29-dic-20
CTXS,-1,29-dic-20
DLTR,1,29-dic-20
DOCU,-1,29-dic-20
DXCM,-1,29-dic-20
EA,-1,29-dic-20
EBAY,1,29-dic-20
EXC,-1,29-dic-20
EXPE,1,29-dic-20
FAST,-1,29-dic-20
FB,-1,29-dic-20
FISV,-1,29-dic-20
FOX,-1,29-dic-20
FOXA,-1,29-dic-20
GILD,-1,29-dic-20
GOOG,-1,29-dic-20
GOOGL,-1,29-dic-20
IDXX,-1,29-dic-20
ILMN,-1,29-dic-20
INCY,-1,29-dic-20
INTC,1,29-dic-20
INTU,-1,29-dic-20
ISRG,1,29-dic-20
JD,1,29-dic-20
KHC,-1,29-dic-20
KLAC,-1,29-dic-20
LBTYA,1,29-dic-20
LBTYK,0,29-dic-20
LRCX,-1,29-dic-20
LULU,1,29-dic-20
MAR,1,29-dic-20
MCHP,-1,29-dic-20
MDLZ,1,29-dic-20
MELI,1,29-dic-20
MNST,1,29-dic-20
MRNA,1,29-dic-20
MSFT,-1,29-dic-20
MU,-1,29-dic-20
MXIM,-1,29-dic-20
NFLX,1,29-dic-20
NTES,1,29-dic-20
NVDA,1,29-dic-20
NXPI,-1,29-dic-20
ORLY,-1,29-dic-20
PAYX,-1,29-dic-20
PCAR,-1,29-dic-20
PDD,1,29-dic-20
PEP,1,29-dic-20
PYPL,-1,29-dic-20
QCOM,1,29-dic-20
REGN,1,29-dic-20
ROST,-1,29-dic-20
SBUX,1,29-dic-20
SGEN,1,29-dic-20
SIRI,1,29-dic-20
SNPS,-1,29-dic-20
SPLK,-1,29-dic-20
SWKS,-1,29-dic-20
TCOM,1,29-dic-20
TMUS,1,29-dic-20
TSLA,1,29-dic-20
TTWO,1,29-dic-20
TXN,-1,29-dic-20
ULTA,-1,29-dic-20
VRSK,-1,29-dic-20
VRSN,-1,29-dic-20
VRTX,1,29-dic-20
WBA,-1,29-dic-20
WDAY,-1,29-dic-20
WDC,-1,29-dic-20
XEL,1,29-dic-20
XLNX,-1,29-dic-20
ZM,1,29-dic-20
AAPL,-1,29-dic-20
AXP,-1,29-dic-20
BA,1,29-dic-20
CAT,-1,29-dic-20
CSCO,-1,29-dic-20
CVX,-1,29-dic-20
DIS,-1,29-dic-20
DOW,1,29-dic-20
GS,-1,29-dic-20
HD,-1,29-dic-20
IBM,-1,29-dic-20
INTC,1,29-dic-20
JNJ,1,29-dic-20
JPM,-1,29-dic-20
KO,-1,29-dic-20
MCD,-1,29-dic-20
MMM,-1,29-dic-20
MRK,1,29-dic-20
MSFT,-1,29-dic-20
NKE,-1,29-dic-20
PFE,1,29-dic-20
PG,-1,29-dic-20
RTX,-1,29-dic-20
TRV,-1,29-dic-20
UNH,1,29-dic-20
V,1,29-dic-20
VZ,-1,29-dic-20
WBA,-1,29-dic-20
WMT,-1,29-dic-20
XOM,-1,29-dic-20
A,1,30-dic-20
AAL,1,30-dic-20
AAP,1,30-dic-20
AAPL,-1,30-dic-20
ABBV,1,30-dic-20
ABC,-1,30-dic-20
ABMD,1,30-dic-20
ABT,1,30-dic-20
ACN,-1,30-dic-20
ADBE,-1,30-dic-20
ADI,1,30-dic-20
ADM,1,30-dic-20
ADP,-1,30-dic-20
ADSK,1,30-dic-20
AEE,1,30-dic-20
AEP,1,30-dic-20
AES,-1,30-dic-20
AFL,1,30-dic-20
AIG,1,30-dic-20
AIV,1,30-dic-20
AIZ,1,30-dic-20
AJG,1,30-dic-20
AKAM,-1,30-dic-20
ALB,1,30-dic-20
ALGN,1,30-dic-20
ALK,1,30-dic-20
ALL,1,30-dic-20
ALLE,1,30-dic-20
ALXN,1,30-dic-20
AMAT,1,30-dic-20
AMCR,1,30-dic-20
AMD,1,30-dic-20
AME,1,30-dic-20
AMGN,1,30-dic-20
AMP,1,30-dic-20
AMT,-1,30-dic-20
AMZN,-1,30-dic-20
ANET,1,30-dic-20
ANSS,1,30-dic-20
ANTM,-1,30-dic-20
AON,-1,30-dic-20
AOS,0,30-dic-20
APA,1,30-dic-20
APD,1,30-dic-20
APH,1,30-dic-20
APTV,1,30-dic-20
ARE,-1,30-dic-20
ATO,1,30-dic-20
ATVI,1,30-dic-20
AVB,1,30-dic-20
AVGO,1,30-dic-20
AVY,1,30-dic-20
AWK,-1,30-dic-20
AXP,1,30-dic-20
AZO,-1,30-dic-20
BA,1,30-dic-20
BAC,-1,30-dic-20
BAX,-1,30-dic-20
BBY,1,30-dic-20
BDX,-1,30-dic-20
BEN,-1,30-dic-20
BF.B,-1,30-dic-20
BIIB,1,30-dic-20
BIO,-1,30-dic-20
BK,1,30-dic-20
BKNG,1,30-dic-20
BKR,1,30-dic-20
BLK,1,30-dic-20
BLL,1,30-dic-20
BMY,1,30-dic-20
BR,1,30-dic-20
BRK.B,1,30-dic-20
BSX,1,30-dic-20
BWA,1,30-dic-20
BXP,1,30-dic-20
C,-1,30-dic-20
CAG,-1,30-dic-20
CAH,-1,30-dic-20
CARR,1,30-dic-20
CAT,1,30-dic-20
CB,1,30-dic-20
CBOE,1,30-dic-20
CBRE,1,30-dic-20
CCI,1,30-dic-20
CCL,1,30-dic-20
CDNS,1,30-dic-20
CDW,1,30-dic-20
CE,1,30-dic-20
CERN,-1,30-dic-20
CF,1,30-dic-20
CFG,1,30-dic-20
CHD,-1,30-dic-20
CHRW,-1,30-dic-20
CHTR,-1,30-dic-20
CI,0,30-dic-20
CINF,1,30-dic-20
CL,-1,30-dic-20
CLX,-1,30-dic-20
CMA,1,30-dic-20
CMCSA,-1,30-dic-20
CME,-1,30-dic-20
CMG,-1,30-dic-20
CMI,1,30-dic-20
CMS,1,30-dic-20
CNC,-1,30-dic-20
CNP,1,30-dic-20
COF,1,30-dic-20
COG,1,30-dic-20
COO,-1,30-dic-20
COP,1,30-dic-20
COST,1,30-dic-20
CPB,-1,30-dic-20
CPRT,1,30-dic-20
CRM,-1,30-dic-20
CSCO,-1,30-dic-20
CSX,1,30-dic-20
CTAS,1,30-dic-20
CTLT,1,30-dic-20
CTSH,1,30-dic-20
CTVA,1,30-dic-20
CTXS,-1,30-dic-20
CVS,-1,30-dic-20
CVX,1,30-dic-20
CXO,1,30-dic-20
D,1,30-dic-20
DAL,1,30-dic-20
DD,1,30-dic-20
DE,1,30-dic-20
DFS,1,30-dic-20
DG,-1,30-dic-20
DGX,-1,30-dic-20
DHI,1,30-dic-20
DHR,-1,30-dic-20
DIS,1,30-dic-20
DISCA,1,30-dic-20
DISCK,1,30-dic-20
DISH,-1,30-dic-20
DLR,1,30-dic-20
DLTR,-1,30-dic-20
DOV,1,30-dic-20
DOW,1,30-dic-20
DPZ,1,30-dic-20
DRE,1,30-dic-20
DRI,-1,30-dic-20
DTE,1,30-dic-20
DUK,1,30-dic-20
DVA,-1,30-dic-20
DVN,1,30-dic-20
DXC,1,30-dic-20
DXCM,1,30-dic-20
EA,1,30-dic-20
EBAY,-1,30-dic-20
ECL,1,30-dic-20
ED,1,30-dic-20
EFX,1,30-dic-20
EIX,-1,30-dic-20
EL,-1,30-dic-20
EMN,1,30-dic-20
EMR,1,30-dic-20
EOG,1,30-dic-20
EQIX,-1,30-dic-20
EQR,1,30-dic-20
ES,1,30-dic-20
ESS,1,30-dic-20
ETN,1,30-dic-20
ETR,1,30-dic-20
ETSY,1,30-dic-20
EVRG,1,30-dic-20
EW,-1,30-dic-20
EXC,1,30-dic-20
EXPD,-1,30-dic-20
EXPE,1,30-dic-20
EXR,1,30-dic-20
F,1,30-dic-20
FANG,1,30-dic-20
FAST,-1,30-dic-20
FB,-1,30-dic-20
FBHS,1,30-dic-20
FCX,1,30-dic-20
FDX,-1,30-dic-20
FE,1,30-dic-20
FFIV,1,30-dic-20
FIS,-1,30-dic-20
FISV,1,30-dic-20
FITB,0,30-dic-20
FLIR,1,30-dic-20
FLS,1,30-dic-20
FLT,-1,30-dic-20
FMC,1,30-dic-20
FOX,-1,30-dic-20
FOXA,1,30-dic-20
FRC,1,30-dic-20
FRT,1,30-dic-20
FTI,1,30-dic-20
FTNT,1,30-dic-20
FTV,1,30-dic-20
GD,1,30-dic-20
GE,1,30-dic-20
GILD,-1,30-dic-20
GIS,-1,30-dic-20
GL,1,30-dic-20
GLW,1,30-dic-20
GM,1,30-dic-20
GOOG,-1,30-dic-20
GOOGL,-1,30-dic-20
GPC,1,30-dic-20
GPN,1,30-dic-20
GPS,1,30-dic-20
GRMN,1,30-dic-20
GS,1,30-dic-20
GWW,-1,30-dic-20
HAL,1,30-dic-20
HAS,1,30-dic-20
HBAN,1,30-dic-20
HBI,1,30-dic-20
HCA,-1,30-dic-20
HD,-1,30-dic-20
HES,1,30-dic-20
HFC,1,30-dic-20
HIG,1,30-dic-20
HII,1,30-dic-20
HLT,1,30-dic-20
HOLX,1,30-dic-20
HON,1,30-dic-20
HPE,1,30-dic-20
HPQ,1,30-dic-20
HRL,-1,30-dic-20
HSIC,1,30-dic-20
HST,1,30-dic-20
HSY,-1,30-dic-20
HUM,-1,30-dic-20
HWM,1,30-dic-20
IBM,1,30-dic-20
ICE,1,30-dic-20
IDXX,1,30-dic-20
IEX,1,30-dic-20
IFF,1,30-dic-20
ILMN,-1,30-dic-20
INCY,1,30-dic-20
INFO,1,30-dic-20
INTC,-1,30-dic-20
INTU,-1,30-dic-20
IP,1,30-dic-20
IPG,-1,30-dic-20
IPGP,1,30-dic-20
IQV,1,30-dic-20
IR,1,30-dic-20
IRM,-1,30-dic-20
ISRG,1,30-dic-20
IT,1,30-dic-20
ITW,1,30-dic-20
IVZ,1,30-dic-20
J,1,30-dic-20
JBHT,-1,30-dic-20
JCI,1,30-dic-20
JKHY,-1,30-dic-20
JNJ,1,30-dic-20
JNPR,1,30-dic-20
JPM,1,30-dic-20
K,-1,30-dic-20
KEY,1,30-dic-20
KEYS,1,30-dic-20
KHC,-1,30-dic-20
KIM,1,30-dic-20
KLAC,1,30-dic-20
KMB,-1,30-dic-20
KMI,0,30-dic-20
KMX,1,30-dic-20
KO,1,30-dic-20
KR,1,30-dic-20
KSU,1,30-dic-20
L,1,30-dic-20
LB,1,30-dic-20
LDOS,1,30-dic-20
LEG,1,30-dic-20
LEN,1,30-dic-20
LH,-1,30-dic-20
LHX,1,30-dic-20
LIN,1,30-dic-20
LKQ,1,30-dic-20
LLY,1,30-dic-20
LMT,1,30-dic-20
LNC,1,30-dic-20
LNT,1,30-dic-20
LOW,1,30-dic-20
LRCX,1,30-dic-20
LUMN,-1,30-dic-20
LUV,1,30-dic-20
LVS,1,30-dic-20
LW,1,30-dic-20
LYB,1,30-dic-20
LYV,1,30-dic-20
MA,1,30-dic-20
MAA,1,30-dic-20
MAR,1,30-dic-20
MAS,1,30-dic-20
MCD,-1,30-dic-20
MCHP,1,30-dic-20
MCK,-1,30-dic-20
MCO,1,30-dic-20
MDLZ,-1,30-dic-20
MDT,1,30-dic-20
MET,1,30-dic-20
MGM,1,30-dic-20
MHK,1,30-dic-20
MKC,-1,30-dic-20
MKTX,-1,30-dic-20
MLM,1,30-dic-20
MMC,1,30-dic-20
MMM,1,30-dic-20
MNST,1,30-dic-20
MO,1,30-dic-20
MOS,1,30-dic-20
MPC,1,30-dic-20
MRK,-1,30-dic-20
MRO,1,30-dic-20
MS,1,30-dic-20
MSCI,1,30-dic-20
MSFT,-1,30-dic-20
MSI,1,30-dic-20
MTB,1,30-dic-20
MTD,-1,30-dic-20
MU,1,30-dic-20
MXIM,1,30-dic-20
NCLH,1,30-dic-20
NDAQ,1,30-dic-20
NEE,1,30-dic-20
NEM,1,30-dic-20
NFLX,-1,30-dic-20
NI,1,30-dic-20
NKE,1,30-dic-20
NLOK,-1,30-dic-20
NLSN,-1,30-dic-20
NOC,1,30-dic-20
NOV,1,30-dic-20
NOW,1,30-dic-20
NRG,1,30-dic-20
NSC,1,30-dic-20
NTAP,1,30-dic-20
NTRS,1,30-dic-20
NUE,1,30-dic-20
NVDA,1,30-dic-20
NVR,1,30-dic-20
NWL,1,30-dic-20
NWS,1,30-dic-20
NWSA,1,30-dic-20
O,1,30-dic-20
ODFL,-1,30-dic-20
OKE,-1,30-dic-20
OMC,-1,30-dic-20
ORCL,-1,30-dic-20
ORLY,-1,30-dic-20
OTIS,1,30-dic-20
OXY,1,30-dic-20
PAYC,1,30-dic-20
PAYX,-1,30-dic-20
PBCT,1,30-dic-20
PCAR,1,30-dic-20
PEAK,1,30-dic-20
PEG,1,30-dic-20
PEP,-1,30-dic-20
PFE,-1,30-dic-20
PFG,1,30-dic-20
PG,-1,30-dic-20
PGR,-1,30-dic-20
PH,1,30-dic-20
PHM,-1,30-dic-20
PKG,1,30-dic-20
PKI,1,30-dic-20
PLD,1,30-dic-20
PM,-1,30-dic-20
PNC,1,30-dic-20
PNR,1,30-dic-20
PNW,1,30-dic-20
POOL,1,30-dic-20
PPG,1,30-dic-20
PPL,1,30-dic-20
PRGO,-1,30-dic-20
PRU,1,30-dic-20
PSA,1,30-dic-20
PSX,1,30-dic-20
PVH,1,30-dic-20
PWR,1,30-dic-20
PXD,1,30-dic-20
PYPL,1,30-dic-20
QCOM,1,30-dic-20
QRVO,1,30-dic-20
RCL,1,30-dic-20
RE,1,30-dic-20
REG,1,30-dic-20
REGN,-1,30-dic-20
RF,1,30-dic-20
RHI,-1,30-dic-20
RJF,1,30-dic-20
RL,1,30-dic-20
RMD,-1,30-dic-20
ROK,1,30-dic-20
ROL,1,30-dic-20
ROP,1,30-dic-20
ROST,1,30-dic-20
RSG,1,30-dic-20
RTX,1,30-dic-20
SBAC,-1,30-dic-20
SBUX,1,30-dic-20
SCHW,-1,30-dic-20
SEE,1,30-dic-20
SHW,-1,30-dic-20
SIVB,1,30-dic-20
SJM,-1,30-dic-20
SLB,1,30-dic-20
SLG,1,30-dic-20
SNA,1,30-dic-20
SNPS,1,30-dic-20
SO,1,30-dic-20
SPG,1,30-dic-20
SPGI,1,30-dic-20
SRE,-1,30-dic-20
STE,1,30-dic-20
STT,1,30-dic-20
STX,-1,30-dic-20
STZ,1,30-dic-20
SWK,1,30-dic-20
SWKS,1,30-dic-20
SYF,1,30-dic-20
SYK,1,30-dic-20
SYY,1,30-dic-20
T,-1,30-dic-20
TAP,-1,30-dic-20
TDG,1,30-dic-20
TDY,1,30-dic-20
TEL,1,30-dic-20
TER,1,30-dic-20
TFC,1,30-dic-20
TFX,1,30-dic-20
TGT,-1,30-dic-20
TIF,1,30-dic-20
TJX,1,30-dic-20
TMO,-1,30-dic-20
TMUS,1,30-dic-20
TPR,1,30-dic-20
TROW,1,30-dic-20
TRV,1,30-dic-20
TSCO,-1,30-dic-20
TSN,1,30-dic-20
TT,1,30-dic-20
TTWO,1,30-dic-20
TWTR,-1,30-dic-20
TXN,1,30-dic-20
TXT,1,30-dic-20
TYL,-1,30-dic-20
UA,1,30-dic-20
UAA,1,30-dic-20
UAL,1,30-dic-20
UDR,1,30-dic-20
UHS,-1,30-dic-20
ULTA,1,30-dic-20
UNH,-1,30-dic-20
UNM,1,30-dic-20
UNP,1,30-dic-20
UPS,-1,30-dic-20
URI,1,30-dic-20
USB,1,30-dic-20
V,1,30-dic-20
VAR,-1,30-dic-20
VFC,1,30-dic-20
VIAC,1,30-dic-20
VLO,1,30-dic-20
VMC,1,30-dic-20
VNO,1,30-dic-20
VNT,1,30-dic-20
VRSK,1,30-dic-20
VRSN,-1,30-dic-20
VRTX,-1,30-dic-20
VTR,-1,30-dic-20
VZ,-1,30-dic-20
WAB,1,30-dic-20
WAT,-1,30-dic-20
WBA,-1,30-dic-20
WDC,1,30-dic-20
WEC,1,30-dic-20
WELL,1,30-dic-20
WFC,-1,30-dic-20
WHR,1,30-dic-20
WLTW,-1,30-dic-20
WM,1,30-dic-20
WMB,-1,30-dic-20
WMT,-1,30-dic-20
WRB,1,30-dic-20
WRK,1,30-dic-20
WST,1,30-dic-20
WU,1,30-dic-20
WY,1,30-dic-20
WYNN,-1,30-dic-20
XEL,1,30-dic-20
XLNX,1,30-dic-20
XOM,1,30-dic-20
XRAY,1,30-dic-20
XRX,-1,30-dic-20
XYL,1,30-dic-20
YUM,1,30-dic-20
ZBH,-1,30-dic-20
ZBRA,1,30-dic-20
ZION,1,30-dic-20
ZTS,1,30-dic-20
AAPL,-1,30-dic-20
ADBE,-1,30-dic-20
ADI,1,30-dic-20
ADP,-1,30-dic-20
ADSK,1,30-dic-20
ALGN,1,30-dic-20
ALXN,1,30-dic-20
AMAT,1,30-dic-20
AMD,1,30-dic-20
AMGN,1,30-dic-20
AMZN,-1,30-dic-20
ANSS,1,30-dic-20
ASML,1,30-dic-20
ATVI,1,30-dic-20
AVGO,1,30-dic-20
BIDU,1,30-dic-20
BIIB,1,30-dic-20
BKNG,1,30-dic-20
BMRN,1,30-dic-20
CDNS,1,30-dic-20
CDW,1,30-dic-20
CERN,-1,30-dic-20
CHKP,-1,30-dic-20
CHTR,-1,30-dic-20
CMCSA,-1,30-dic-20
COST,1,30-dic-20
CPRT,1,30-dic-20
CSCO,-1,30-dic-20
CSX,1,30-dic-20
CTAS,1,30-dic-20
CTSH,1,30-dic-20
CTXS,-1,30-dic-20
DLTR,-1,30-dic-20
DOCU,-1,30-dic-20
DXCM,1,30-dic-20
EA,1,30-dic-20
EBAY,-1,30-dic-20
EXC,1,30-dic-20
EXPE,1,30-dic-20
FAST,-1,30-dic-20
FB,-1,30-dic-20
FISV,1,30-dic-20
FOX,-1,30-dic-20
FOXA,1,30-dic-20
GILD,-1,30-dic-20
GOOG,-1,30-dic-20
GOOGL,-1,30-dic-20
IDXX,1,30-dic-20
ILMN,-1,30-dic-20
INCY,1,30-dic-20
INTC,-1,30-dic-20
INTU,-1,30-dic-20
ISRG,1,30-dic-20
JD,1,30-dic-20
KHC,-1,30-dic-20
KLAC,1,30-dic-20
LBTYA,-1,30-dic-20
LBTYK,-1,30-dic-20
LRCX,1,30-dic-20
LULU,-1,30-dic-20
MAR,1,30-dic-20
MCHP,1,30-dic-20
MDLZ,-1,30-dic-20
MELI,1,30-dic-20
MNST,1,30-dic-20
MRNA,-1,30-dic-20
MSFT,-1,30-dic-20
MU,1,30-dic-20
MXIM,1,30-dic-20
NFLX,-1,30-dic-20
NTES,1,30-dic-20
NVDA,1,30-dic-20
NXPI,1,30-dic-20
ORLY,-1,30-dic-20
PAYX,-1,30-dic-20
PCAR,1,30-dic-20
PDD,1,30-dic-20
PEP,-1,30-dic-20
PYPL,1,30-dic-20
QCOM,1,30-dic-20
REGN,-1,30-dic-20
ROST,1,30-dic-20
SBUX,1,30-dic-20
SGEN,-1,30-dic-20
