Ticker,Cambio(%) 1_dia,Fecha
IP,-1,08-ene-21
IPG,-1,08-ene-21
IPGP,1,08-ene-21
IQV,1,08-ene-21
IR,-1,08-ene-21
IRM,1,08-ene-21
ISRG,1,08-ene-21
IT,1,08-ene-21
ITW,-1,08-ene-21
IVZ,1,08-ene-21
J,-1,08-ene-21
JBHT,1,08-ene-21
JCI,-1,08-ene-21
JKHY,1,08-ene-21
JNJ,-1,08-ene-21
JNPR,-1,08-ene-21
JPM,1,08-ene-21
K,-1,08-ene-21
KEY,-1,08-ene-21
KEYS,1,08-ene-21
KHC,-1,08-ene-21
KIM,1,08-ene-21
KLAC,1,08-ene-21
KMB,1,08-ene-21
KMI,-1,08-ene-21
KMX,1,08-ene-21
KO,1,08-ene-21
KR,-1,08-ene-21
KSU,1,08-ene-21
L,-1,08-ene-21
LB,1,08-ene-21
LDOS,1,08-ene-21
LEG,-1,08-ene-21
LEN,-1,08-ene-21
LH,-1,08-ene-21
LHX,-1,08-ene-21
LIN,-1,08-ene-21
LKQ,1,08-ene-21
LLY,1,08-ene-21
LMT,-1,08-ene-21
LNC,-1,08-ene-21
LNT,1,08-ene-21
LOW,1,08-ene-21
LRCX,-1,08-ene-21
LUMN,0,08-ene-21
LUV,-1,08-ene-21
LVS,-1,08-ene-21
LW,1,08-ene-21
LYB,-1,08-ene-21
LYV,1,08-ene-21
MA,1,08-ene-21
MAA,1,08-ene-21
MAR,-1,08-ene-21
MAS,-1,08-ene-21
MCD,1,08-ene-21
MCHP,-1,08-ene-21
MCK,1,08-ene-21
MCO,-1,08-ene-21
MDLZ,1,08-ene-21
MDT,1,08-ene-21
MET,-1,08-ene-21
MGM,1,08-ene-21
MHK,-1,08-ene-21
MKC,1,08-ene-21
MKTX,1,08-ene-21
MLM,1,08-ene-21
MMC,-1,08-ene-21
MMM,-1,08-ene-21
MNST,1,08-ene-21
MO,-1,08-ene-21
MOS,-1,08-ene-21
MPC,-1,08-ene-21
MRK,-1,08-ene-21
MRO,-1,08-ene-21
MS,1,08-ene-21
MSCI,1,08-ene-21
MSFT,1,08-ene-21
MSI,1,08-ene-21
MTB,-1,08-ene-21
MTD,1,08-ene-21
MU,-1,08-ene-21
MXIM,1,08-ene-21
NCLH,-1,08-ene-21
NDAQ,1,08-ene-21
NEE,1,08-ene-21
NEM,-1,08-ene-21
NFLX,1,08-ene-21
NI,-1,08-ene-21
NKE,1,08-ene-21
NLOK,-1,08-ene-21
NLSN,1,08-ene-21
NOC,-1,08-ene-21
NOV,-1,08-ene-21
NOW,1,08-ene-21
NRG,1,08-ene-21
NSC,1,08-ene-21
NTAP,-1,08-ene-21
NTRS,-1,08-ene-21
NUE,-1,08-ene-21
NVDA,-1,08-ene-21
NVR,-1,08-ene-21
NWL,1,08-ene-21
NWS,-1,08-ene-21
NWSA,-1,08-ene-21
O,1,08-ene-21
ODFL,1,08-ene-21
OKE,-1,08-ene-21
OMC,-1,08-ene-21
ORCL,1,08-ene-21
ORLY,1,08-ene-21
OTIS,-1,08-ene-21
OXY,-1,08-ene-21
PAYC,1,08-ene-21
PAYX,1,08-ene-21
PBCT,-1,08-ene-21
PCAR,-1,08-ene-21
PEAK,1,08-ene-21
PEG,1,08-ene-21
PEP,1,08-ene-21
PFE,1,08-ene-21
PFG,1,08-ene-21
PG,-1,08-ene-21
PGR,-1,08-ene-21
PH,-1,08-ene-21
PHM,-1,08-ene-21
PKG,-1,08-ene-21
PKI,-1,08-ene-21
PLD,1,08-ene-21
PM,1,08-ene-21
PNC,-1,08-ene-21
PNR,1,08-ene-21
PNW,-1,08-ene-21
POOL,1,08-ene-21
PPG,-1,08-ene-21
PPL,1,08-ene-21
PRGO,-1,08-ene-21
PRU,-1,08-ene-21
PSA,1,08-ene-21
PSX,-1,08-ene-21
PVH,-1,08-ene-21
PWR,-1,08-ene-21
PXD,-1,08-ene-21
PYPL,1,08-ene-21
QCOM,1,08-ene-21
QRVO,1,08-ene-21
RCL,-1,08-ene-21
RE,-1,08-ene-21
REG,1,08-ene-21
REGN,1,08-ene-21
RF,-1,08-ene-21
RHI,-1,08-ene-21
RJF,1,08-ene-21
RL,-1,08-ene-21
RMD,1,08-ene-21
ROK,1,08-ene-21
ROL,1,08-ene-21
ROP,1,08-ene-21
ROST,1,08-ene-21
RSG,1,08-ene-21
RTX,1,08-ene-21
SBAC,1,08-ene-21
SBUX,1,08-ene-21
SCHW,-1,08-ene-21
SEE,-1,08-ene-21
SHW,-1,08-ene-21
SIVB,-1,08-ene-21
SJM,-1,08-ene-21
SLB,1,08-ene-21
SLG,1,08-ene-21
SNA,-1,08-ene-21
SNPS,1,08-ene-21
SO,1,08-ene-21
SPG,1,08-ene-21
SPGI,-1,08-ene-21
SRE,1,08-ene-21
STE,1,08-ene-21
STT,-1,08-ene-21
STX,-1,08-ene-21
STZ,1,08-ene-21
SWK,-1,08-ene-21
SWKS,-1,08-ene-21
SYF,-1,08-ene-21
SYK,1,08-ene-21
SYY,1,08-ene-21
T,-1,08-ene-21
TAP,1,08-ene-21
TDG,1,08-ene-21
TDY,1,08-ene-21
TEL,1,08-ene-21
TER,1,08-ene-21
TFC,-1,08-ene-21
TFX,1,08-ene-21
TGT,1,08-ene-21
TIF,1,08-ene-21
TJX,1,08-ene-21
TMO,1,08-ene-21
TMUS,1,08-ene-21
TPR,-1,08-ene-21
TROW,-1,08-ene-21
TRV,1,08-ene-21
TSCO,1,08-ene-21
TSN,-1,08-ene-21
TT,-1,08-ene-21
TTWO,1,08-ene-21
TWTR,-1,08-ene-21
TXN,1,08-ene-21
TXT,-1,08-ene-21
TYL,-1,08-ene-21
UA,-1,08-ene-21
UAA,-1,08-ene-21
UAL,-1,08-ene-21
UDR,-1,08-ene-21
UHS,-1,08-ene-21
ULTA,1,08-ene-21
UNH,-1,08-ene-21
UNM,-1,08-ene-21
UNP,1,08-ene-21
UPS,-1,08-ene-21
URI,-1,08-ene-21
USB,-1,08-ene-21
V,1,08-ene-21
VAR,-1,08-ene-21
VFC,-1,08-ene-21
VIAC,-1,08-ene-21
VLO,-1,08-ene-21
VMC,1,08-ene-21
VNO,1,08-ene-21
VNT,1,08-ene-21
VRSK,1,08-ene-21
VRSN,1,08-ene-21
VRTX,1,08-ene-21
VTR,-1,08-ene-21
VZ,-1,08-ene-21
WAB,-1,08-ene-21
WAT,1,08-ene-21
WBA,-1,08-ene-21
WDC,-1,08-ene-21
WEC,-1,08-ene-21
WELL,-1,08-ene-21
WFC,-1,08-ene-21
WHR,-1,08-ene-21
WLTW,-1,08-ene-21
WM,1,08-ene-21
WMB,-1,08-ene-21
WMT,1,08-ene-21
WRB,1,08-ene-21
WRK,-1,08-ene-21
WST,1,08-ene-21
WU,1,08-ene-21
WY,-1,08-ene-21
WYNN,-1,08-ene-21
XEL,1,08-ene-21
XLNX,-1,08-ene-21
XOM,1,08-ene-21
XRAY,1,08-ene-21
XRX,-1,08-ene-21
XYL,-1,08-ene-21
YUM,1,08-ene-21
ZBH,-1,08-ene-21
ZBRA,-1,08-ene-21
ZION,-1,08-ene-21
ZTS,1,08-ene-21
ASML,1,08-ene-21
BIDU,1,08-ene-21
BMRN,-1,08-ene-21
CHKP,1,08-ene-21
DOCU,1,08-ene-21
JD,1,08-ene-21
LBTYA,-1,08-ene-21
LBTYK,-1,08-ene-21
LULU,-1,08-ene-21
MELI,1,08-ene-21
MRNA,-1,08-ene-21
NTES,1,08-ene-21
NXPI,-1,08-ene-21
PDD,1,08-ene-21
SGEN,1,08-ene-21
SIRI,-1,08-ene-21
SPLK,1,08-ene-21
TCOM,1,08-ene-21
TSLA,1,08-ene-21
WDAY,1,08-ene-21
ZM,1,08-ene-21
A,1,11-ene-21
AAL,-1,11-ene-21
AAP,1,11-ene-21
AAPL,-1,11-ene-21
ABBV,1,11-ene-21
ABC,-1,11-ene-21
ABMD,1,11-ene-21
ABT,-1,11-ene-21
ACN,-1,11-ene-21
ADBE,-1,11-ene-21
ADI,1,11-ene-21
ADM,-1,11-ene-21
ADP,-1,11-ene-21
ADSK,-1,11-ene-21
AEE,1,11-ene-21
AEP,-1,11-ene-21
AES,1,11-ene-21
AFL,1,11-ene-21
AIG,-1,11-ene-21
AIZ,-1,11-ene-21
AJG,-1,11-ene-21
AKAM,-1,11-ene-21
ALB,-1,11-ene-21
ALGN,-1,11-ene-21
ALK,-1,11-ene-21
ALL,-1,11-ene-21
ALLE,1,11-ene-21
ALXN,-1,11-ene-21
AMAT,1,11-ene-21
AMCR,1,11-ene-21
AMD,1,11-ene-21
AME,1,11-ene-21
AMGN,-1,11-ene-21
AMP,1,11-ene-21
AMT,-1,11-ene-21
AMZN,-1,11-ene-21
ANET,-1,11-ene-21
ANSS,-1,11-ene-21
ANTM,1,11-ene-21
AON,-1,11-ene-21
AOS,1,11-ene-21
APA,1,11-ene-21
APD,-1,11-ene-21
APH,1,11-ene-21
APTV,-1,11-ene-21
ARE,-1,11-ene-21
ATO,-1,11-ene-21
ATVI,-1,11-ene-21
AVB,-1,11-ene-21
AVGO,1,11-ene-21
AVY,1,11-ene-21
AWK,-1,11-ene-21
AXP,-1,11-ene-21
AZO,1,11-ene-21
BA,-1,11-ene-21
BAC,1,11-ene-21
BAX,1,11-ene-21
BBY,1,11-ene-21
BDX,1,11-ene-21
BEN,1,11-ene-21
BF.B,-1,11-ene-21
BIIB,1,11-ene-21
BIO,-1,11-ene-21
BK,1,11-ene-21
BKNG,-1,11-ene-21
BKR,1,11-ene-21
BLK,1,11-ene-21
BLL,-1,11-ene-21
BMY,1,11-ene-21
BR,-1,11-ene-21
BRK.B,-1,11-ene-21
BSX,-1,11-ene-21
BWA,-1,11-ene-21
BXP,-1,11-ene-21
C,1,11-ene-21
CAG,-1,11-ene-21
CAH,-1,11-ene-21
CARR,1,11-ene-21
CAT,-1,11-ene-21
CB,-1,11-ene-21
CBOE,1,11-ene-21
CBRE,-1,11-ene-21
CCI,-1,11-ene-21
CCL,-1,11-ene-21
CDNS,-1,11-ene-21
CDW,-1,11-ene-21
CE,1,11-ene-21
CERN,-1,11-ene-21
CF,-1,11-ene-21
CFG,1,11-ene-21
CHD,-1,11-ene-21
CHRW,-1,11-ene-21
CHTR,1,11-ene-21
CI,-1,11-ene-21
CINF,1,11-ene-21
CL,-1,11-ene-21
CLX,-1,11-ene-21
CMA,1,11-ene-21
CMCSA,-1,11-ene-21
CME,-1,11-ene-21
CMG,1,11-ene-21
CMI,1,11-ene-21
CMS,-1,11-ene-21
CNC,1,11-ene-21
CNP,1,11-ene-21
COF,-1,11-ene-21
COG,1,11-ene-21
COO,-1,11-ene-21
COP,1,11-ene-21
COST,-1,11-ene-21
CPB,-1,11-ene-21
CPRT,-1,11-ene-21
CRM,-1,11-ene-21
CSCO,1,11-ene-21
CSX,1,11-ene-21
CTAS,-1,11-ene-21
CTLT,1,11-ene-21
CTSH,-1,11-ene-21
CTVA,1,11-ene-21
CTXS,-1,11-ene-21
CVS,1,11-ene-21
CVX,1,11-ene-21
CXO,1,11-ene-21
D,-1,11-ene-21
DAL,-1,11-ene-21
DD,1,11-ene-21
DE,1,11-ene-21
DFS,-1,11-ene-21
DG,-1,11-ene-21
DGX,1,11-ene-21
DHI,1,11-ene-21
DHR,1,11-ene-21
DIS,1,11-ene-21
DISCA,1,11-ene-21
DISCK,1,11-ene-21
DISH,-1,11-ene-21
DLR,-1,11-ene-21
DLTR,-1,11-ene-21
DOV,-1,11-ene-21
DOW,1,11-ene-21
DPZ,1,11-ene-21
DRE,-1,11-ene-21
DRI,1,11-ene-21
DTE,-1,11-ene-21
DUK,-1,11-ene-21
DVA,-1,11-ene-21
DVN,1,11-ene-21
DXC,-1,11-ene-21
DXCM,-1,11-ene-21
EA,-1,11-ene-21
EBAY,-1,11-ene-21
ECL,-1,11-ene-21
ED,-1,11-ene-21
EFX,-1,11-ene-21
EIX,-1,11-ene-21
EL,-1,11-ene-21
EMN,1,11-ene-21
EMR,1,11-ene-21
ENPH,-1,11-ene-21
EOG,1,11-ene-21
EQIX,-1,11-ene-21
EQR,-1,11-ene-21
ES,-1,11-ene-21
ESS,-1,11-ene-21
ETN,1,11-ene-21
ETR,-1,11-ene-21
ETSY,1,11-ene-21
EVRG,-1,11-ene-21
EW,-1,11-ene-21
EXC,-1,11-ene-21
EXPD,-1,11-ene-21
EXPE,-1,11-ene-21
EXR,-1,11-ene-21
F,1,11-ene-21
FANG,1,11-ene-21
FAST,-1,11-ene-21
FB,-1,11-ene-21
FBHS,1,11-ene-21
FCX,-1,11-ene-21
FDX,1,11-ene-21
FE,1,11-ene-21
FFIV,-1,11-ene-21
FIS,-1,11-ene-21
FISV,-1,11-ene-21
FITB,1,11-ene-21
FLIR,1,11-ene-21
FLS,1,11-ene-21
FLT,-1,11-ene-21
FMC,-1,11-ene-21
FOX,1,11-ene-21
FOXA,1,11-ene-21
FRC,1,11-ene-21
FRT,-1,11-ene-21
FTI,1,11-ene-21
FTNT,1,11-ene-21
FTV,-1,11-ene-21
GD,1,11-ene-21
GE,1,11-ene-21
GILD,-1,11-ene-21
GIS,-1,11-ene-21
GL,-1,11-ene-21
GLW,1,11-ene-21
GM,1,11-ene-21
GOOG,-1,11-ene-21
GOOGL,-1,11-ene-21
GPC,1,11-ene-21
GPN,-1,11-ene-21
GPS,1,11-ene-21
GRMN,-1,11-ene-21
GS,1,11-ene-21
GWW,-1,11-ene-21
HAL,1,11-ene-21
HAS,-1,11-ene-21
HBAN,1,11-ene-21
HBI,-1,11-ene-21
HCA,-1,11-ene-21
HD,1,11-ene-21
HES,1,11-ene-21
HFC,1,11-ene-21
HIG,1,11-ene-21
HII,1,11-ene-21
HLT,-1,11-ene-21
HOLX,-1,11-ene-21
HON,-1,11-ene-21
HPE,1,11-ene-21
HPQ,1,11-ene-21
HRL,-1,11-ene-21
HSIC,1,11-ene-21
HST,-1,11-ene-21
HSY,-1,11-ene-21
HUM,-1,11-ene-21
HWM,1,11-ene-21
IBM,1,11-ene-21
ICE,1,11-ene-21
IDXX,-1,11-ene-21
IEX,1,11-ene-21
IFF,1,11-ene-21
ILMN,-1,11-ene-21
INCY,-1,11-ene-21
INFO,-1,11-ene-21
INTC,-1,11-ene-21
INTU,-1,11-ene-21
IP,1,11-ene-21
IPG,1,11-ene-21
IPGP,1,11-ene-21
IQV,1,11-ene-21
IR,1,11-ene-21
IRM,-1,11-ene-21
ISRG,-1,11-ene-21
IT,-1,11-ene-21
ITW,-1,11-ene-21
IVZ,1,11-ene-21
J,-1,11-ene-21
JBHT,-1,11-ene-21
JCI,-1,11-ene-21
JKHY,-1,11-ene-21
JNJ,-1,11-ene-21
JNPR,1,11-ene-21
JPM,1,11-ene-21
K,-1,11-ene-21
KEY,1,11-ene-21
KEYS,1,11-ene-21
KHC,-1,11-ene-21
KIM,-1,11-ene-21
KLAC,1,11-ene-21
KMB,-1,11-ene-21
KMI,1,11-ene-21
KMX,1,11-ene-21
KO,-1,11-ene-21
KR,1,11-ene-21
KSU,-1,11-ene-21
L,-1,11-ene-21
LB,1,11-ene-21
LDOS,-1,11-ene-21
LEG,-1,11-ene-21
LEN,1,11-ene-21
LH,1,11-ene-21
LHX,1,11-ene-21
LIN,-1,11-ene-21
LKQ,-1,11-ene-21
LLY,1,11-ene-21
LMT,1,11-ene-21
LNC,1,11-ene-21
LNT,-1,11-ene-21
LOW,1,11-ene-21
LRCX,1,11-ene-21
LUMN,1,11-ene-21
LUV,1,11-ene-21
LVS,-1,11-ene-21
LW,-1,11-ene-21
LYB,1,11-ene-21
LYV,-1,11-ene-21
MA,-1,11-ene-21
MAA,-1,11-ene-21
MAR,-1,11-ene-21
MAS,1,11-ene-21
MCD,-1,11-ene-21
MCHP,1,11-ene-21
MCK,-1,11-ene-21
MCO,-1,11-ene-21
MDLZ,-1,11-ene-21
MDT,-1,11-ene-21
MET,-1,11-ene-21
MGM,-1,11-ene-21
MHK,1,11-ene-21
MKC,-1,11-ene-21
MKTX,-1,11-ene-21
MLM,-1,11-ene-21
MMC,-1,11-ene-21
MMM,-1,11-ene-21
MNST,-1,11-ene-21
MO,-1,11-ene-21
MOS,-1,11-ene-21
MPC,1,11-ene-21
MRK,1,11-ene-21
MRO,1,11-ene-21
MS,1,11-ene-21
MSCI,-1,11-ene-21
MSFT,-1,11-ene-21
MSI,-1,11-ene-21
MTB,1,11-ene-21
MTD,1,11-ene-21
MU,1,11-ene-21
MXIM,1,11-ene-21
NCLH,-1,11-ene-21
NDAQ,1,11-ene-21
NEE,-1,11-ene-21
NEM,-1,11-ene-21
NFLX,-1,11-ene-21
NI,1,11-ene-21
NKE,1,11-ene-21
NLOK,-1,11-ene-21
NLSN,1,11-ene-21
NOC,1,11-ene-21
NOV,1,11-ene-21
NOW,-1,11-ene-21
NRG,1,11-ene-21
NSC,1,11-ene-21
NTAP,1,11-ene-21
NTRS,1,11-ene-21
NUE,1,11-ene-21
NVDA,1,11-ene-21
NVR,1,11-ene-21
NWL,0,11-ene-21
NWS,1,11-ene-21
NWSA,1,11-ene-21
O,-1,11-ene-21
ODFL,-1,11-ene-21
OKE,1,11-ene-21
OMC,1,11-ene-21
ORCL,-1,11-ene-21
ORLY,1,11-ene-21
OTIS,-1,11-ene-21
OXY,0,11-ene-21
PAYC,-1,11-ene-21
PAYX,-1,11-ene-21
PBCT,1,11-ene-21
PCAR,1,11-ene-21
PEAK,-1,11-ene-21
PEG,-1,11-ene-21
PEP,-1,11-ene-21
PFE,1,11-ene-21
PFG,-1,11-ene-21
PG,-1,11-ene-21
PGR,1,11-ene-21
PH,1,11-ene-21
PHM,1,11-ene-21
PKG,1,11-ene-21
PKI,-1,11-ene-21
PLD,-1,11-ene-21
PM,-1,11-ene-21
PNC,1,11-ene-21
PNR,1,11-ene-21
PNW,-1,11-ene-21
POOL,-1,11-ene-21
PPG,1,11-ene-21
PPL,-1,11-ene-21
PRGO,-1,11-ene-21
PRU,1,11-ene-21
PSA,-1,11-ene-21
PSX,1,11-ene-21
PVH,1,11-ene-21
PWR,-1,11-ene-21
PXD,1,11-ene-21
PYPL,-1,11-ene-21
QCOM,-1,11-ene-21
QRVO,1,11-ene-21
RCL,-1,11-ene-21
RE,-1,11-ene-21
REG,-1,11-ene-21
REGN,1,11-ene-21
RF,1,11-ene-21
RHI,-1,11-ene-21
RJF,1,11-ene-21
RL,1,11-ene-21
RMD,1,11-ene-21
ROK,1,11-ene-21
ROL,1,11-ene-21
ROP,1,11-ene-21
ROST,-1,11-ene-21
RSG,-1,11-ene-21
RTX,-1,11-ene-21
SBAC,-1,11-ene-21
SBUX,-1,11-ene-21
SCHW,1,11-ene-21
SEE,1,11-ene-21
SHW,1,11-ene-21
SIVB,1,11-ene-21
SJM,-1,11-ene-21
SLB,1,11-ene-21
SLG,-1,11-ene-21
SNA,-1,11-ene-21
SNPS,-1,11-ene-21
SO,-1,11-ene-21
SPG,-1,11-ene-21
SPGI,-1,11-ene-21
SRE,-1,11-ene-21
STE,-1,11-ene-21
STT,1,11-ene-21
STX,-1,11-ene-21
STZ,-1,11-ene-21
SWK,-1,11-ene-21
SWKS,-1,11-ene-21
SYF,-1,11-ene-21
SYK,-1,11-ene-21
SYY,0,11-ene-21
T,-1,11-ene-21
TAP,1,11-ene-21
TDG,-1,11-ene-21
TDY,1,11-ene-21
TEL,0,11-ene-21
TER,1,11-ene-21
TFC,1,11-ene-21
TFX,-1,11-ene-21
TGT,1,11-ene-21
TJX,-1,11-ene-21
TMO,1,11-ene-21
TMUS,-1,11-ene-21
TPR,1,11-ene-21
TROW,1,11-ene-21
TRV,-1,11-ene-21
TSCO,1,11-ene-21
TSLA,-1,11-ene-21
TSN,1,11-ene-21
TT,-1,11-ene-21
TTWO,-1,11-ene-21
TWTR,-1,11-ene-21
TXN,1,11-ene-21
TXT,1,11-ene-21
TYL,-1,11-ene-21
UA,1,11-ene-21
UAA,1,11-ene-21
UAL,-1,11-ene-21
UDR,-1,11-ene-21
UHS,-1,11-ene-21
ULTA,-1,11-ene-21
UNH,-1,11-ene-21
UNM,1,11-ene-21
UNP,-1,11-ene-21
UPS,1,11-ene-21
URI,-1,11-ene-21
USB,1,11-ene-21
V,-1,11-ene-21
VAR,1,11-ene-21
VFC,-1,11-ene-21
VIAC,1,11-ene-21
VLO,1,11-ene-21
VMC,1,11-ene-21
VNO,-1,11-ene-21
VNT,-1,11-ene-21
VRSK,-1,11-ene-21
VRSN,-1,11-ene-21
VRTX,-1,11-ene-21
VTR,-1,11-ene-21
VTRS,1,11-ene-21
VZ,-1,11-ene-21
WAB,1,11-ene-21
WAT,1,11-ene-21
WBA,1,11-ene-21
WDC,-1,11-ene-21
WEC,-1,11-ene-21
WELL,-1,11-ene-21
WFC,1,11-ene-21
WHR,1,11-ene-21
WLTW,-1,11-ene-21
WM,-1,11-ene-21
WMB,1,11-ene-21
WMT,1,11-ene-21
WRB,1,11-ene-21
WRK,1,11-ene-21
WST,-1,11-ene-21
WU,-1,11-ene-21
WY,-1,11-ene-21
WYNN,-1,11-ene-21
XEL,-1,11-ene-21
XLNX,1,11-ene-21
XOM,1,11-ene-21
XRAY,1,11-ene-21
XRX,-1,11-ene-21
XYL,-1,11-ene-21
YUM,1,11-ene-21
ZBH,1,11-ene-21
ZBRA,1,11-ene-21
ZION,1,11-ene-21
ZTS,1,11-ene-21
ASML,-1,11-ene-21
BIDU,-1,11-ene-21
BMRN,-1,11-ene-21
CHKP,1,11-ene-21
DOCU,-1,11-ene-21
JD,-1,11-ene-21
LBTYA,-1,11-ene-21
LBTYK,0,11-ene-21
LULU,-1,11-ene-21
MELI,1,11-ene-21
MRNA,1,11-ene-21
NTES,-1,11-ene-21
NXPI,-1,11-ene-21
PDD,-1,11-ene-21
SGEN,1,11-ene-21
SIRI,1,11-ene-21
SPLK,1,11-ene-21
TCOM,-1,11-ene-21
WDAY,1,11-ene-21
ZM,-1,11-ene-21
A,-1,12-ene-21
AAL,1,12-ene-21
AAP,1,12-ene-21
AAPL,-1,12-ene-21
ABBV,1,12-ene-21
ABC,-1,12-ene-21
ABMD,1,12-ene-21
ABT,-1,12-ene-21
ACN,-1,12-ene-21
ADBE,-1,12-ene-21
ADI,1,12-ene-21
ADM,-1,12-ene-21
ADP,1,12-ene-21
ADSK,1,12-ene-21
AEE,-1,12-ene-21
AEP,-1,12-ene-21
AES,1,12-ene-21
AFL,1,12-ene-21
AIG,1,12-ene-21
AIZ,1,12-ene-21
AJG,1,12-ene-21
AKAM,-1,12-ene-21
ALB,1,12-ene-21
ALGN,-1,12-ene-21
ALK,1,12-ene-21
ALL,1,12-ene-21
ALLE,-1,12-ene-21
ALXN,-1,12-ene-21
AMAT,1,12-ene-21
AMCR,1,12-ene-21
AMD,-1,12-ene-21
AME,-1,12-ene-21
AMGN,-1,12-ene-21
AMP,1,12-ene-21
AMT,-1,12-ene-21
AMZN,1,12-ene-21
ANET,1,12-ene-21
ANSS,-1,12-ene-21
ANTM,-1,12-ene-21
AON,1,12-ene-21
AOS,1,12-ene-21
APA,1,12-ene-21
APD,-1,12-ene-21
APH,-1,12-ene-21
APTV,1,12-ene-21
ARE,-1,12-ene-21
ATO,-1,12-ene-21
ATVI,-1,12-ene-21
AVB,0,12-ene-21
AVGO,1,12-ene-21
AVY,1,12-ene-21
AWK,-1,12-ene-21
AXP,1,12-ene-21
AZO,1,12-ene-21
BA,1,12-ene-21
BAC,1,12-ene-21
BAX,-1,12-ene-21
BBY,1,12-ene-21
BDX,1,12-ene-21
BEN,1,12-ene-21
BF.B,-1,12-ene-21
BIIB,-1,12-ene-21
BIO,-1,12-ene-21
BK,1,12-ene-21
BKNG,-1,12-ene-21
BKR,1,12-ene-21
BLK,1,12-ene-21
BLL,-1,12-ene-21
BMY,1,12-ene-21
BR,-1,12-ene-21
BRK.B,-1,12-ene-21
BSX,-1,12-ene-21
BWA,1,12-ene-21
BXP,1,12-ene-21
C,1,12-ene-21
CAG,-1,12-ene-21
CAH,1,12-ene-21
CARR,1,12-ene-21
CAT,1,12-ene-21
CB,1,12-ene-21
CBOE,1,12-ene-21
CBRE,1,12-ene-21
CCI,-1,12-ene-21
CCL,-1,12-ene-21
CDNS,-1,12-ene-21
CDW,1,12-ene-21
CE,1,12-ene-21
CERN,1,12-ene-21
CF,1,12-ene-21
CFG,1,12-ene-21
CHD,-1,12-ene-21
CHRW,1,12-ene-21
CHTR,-1,12-ene-21
CI,1,12-ene-21
CINF,1,12-ene-21
CL,1,12-ene-21
CLX,1,12-ene-21
CMA,1,12-ene-21
CMCSA,-1,12-ene-21
CME,1,12-ene-21
CMG,-1,12-ene-21
CMI,1,12-ene-21
CMS,-1,12-ene-21
CNC,-1,12-ene-21
CNP,-1,12-ene-21
COF,1,12-ene-21
COG,1,12-ene-21
COO,-1,12-ene-21
COP,1,12-ene-21
COST,1,12-ene-21
CPB,-1,12-ene-21
CPRT,1,12-ene-21
CRM,-1,12-ene-21
CSCO,1,12-ene-21
CSX,-1,12-ene-21
CTAS,-1,12-ene-21
CTLT,1,12-ene-21
CTSH,-1,12-ene-21
CTVA,1,12-ene-21
CTXS,1,12-ene-21
CVS,1,12-ene-21
CVX,1,12-ene-21
CXO,1,12-ene-21
D,-1,12-ene-21
DAL,1,12-ene-21
DD,1,12-ene-21
DE,1,12-ene-21
DFS,1,12-ene-21
DG,1,12-ene-21
DGX,1,12-ene-21
DHI,1,12-ene-21
DHR,-1,12-ene-21
DIS,-1,12-ene-21
DISCA,1,12-ene-21
DISCK,-1,12-ene-21
DISH,1,12-ene-21
DLR,1,12-ene-21
DLTR,1,12-ene-21
DOV,1,12-ene-21
DOW,1,12-ene-21
DPZ,-1,12-ene-21
DRE,-1,12-ene-21
DRI,1,12-ene-21
DTE,1,12-ene-21
DUK,-1,12-ene-21
DVA,1,12-ene-21
DVN,1,12-ene-21
DXC,-1,12-ene-21
DXCM,-1,12-ene-21
EA,-1,12-ene-21
EBAY,1,12-ene-21
ECL,1,12-ene-21
ED,-1,12-ene-21
EFX,-1,12-ene-21
EIX,1,12-ene-21
EL,-1,12-ene-21
EMN,1,12-ene-21
EMR,1,12-ene-21
ENPH,1,12-ene-21
EOG,1,12-ene-21
EQIX,-1,12-ene-21
EQR,1,12-ene-21
ES,1,12-ene-21
ESS,1,12-ene-21
ETN,1,12-ene-21
ETR,-1,12-ene-21
ETSY,1,12-ene-21
EVRG,1,12-ene-21
EW,-1,12-ene-21
EXC,1,12-ene-21
EXPD,1,12-ene-21
EXPE,-1,12-ene-21
EXR,1,12-ene-21
F,1,12-ene-21
FANG,1,12-ene-21
FAST,1,12-ene-21
FB,-1,12-ene-21
FBHS,1,12-ene-21
FCX,1,12-ene-21
FDX,1,12-ene-21
FE,1,12-ene-21
FFIV,1,12-ene-21
FIS,-1,12-ene-21
FISV,-1,12-ene-21
FITB,1,12-ene-21
FLIR,1,12-ene-21
FLS,1,12-ene-21
FLT,1,12-ene-21
FMC,1,12-ene-21
FOX,-1,12-ene-21
FOXA,-1,12-ene-21
FRC,-1,12-ene-21
FRT,1,12-ene-21
FTI,1,12-ene-21
FTNT,1,12-ene-21
FTV,0,12-ene-21
GD,1,12-ene-21
GE,1,12-ene-21
GILD,-1,12-ene-21
GIS,-1,12-ene-21
GL,1,12-ene-21
GLW,-1,12-ene-21
GM,1,12-ene-21
GOOG,-1,12-ene-21
GOOGL,-1,12-ene-21
GPC,1,12-ene-21
GPN,-1,12-ene-21
GPS,1,12-ene-21
GRMN,1,12-ene-21
GS,1,12-ene-21
GWW,1,12-ene-21
HAL,1,12-ene-21
HAS,1,12-ene-21
HBAN,1,12-ene-21
HBI,1,12-ene-21
HCA,1,12-ene-21
HD,1,12-ene-21
HES,1,12-ene-21
HFC,1,12-ene-21
HIG,1,12-ene-21
